White,Minority,Black,Hispanic,Pacific,Asian,Native,Democratic
0.4689165186500888,0.5310834813499112,0.5150976909413855,0.006512729425695678,0.002960331557134399,0.0041444641799881585,0.013617525162818236,0.5651553415262642
0.8553345388788427,0.14466546112115733,0.13110307414104883,0.0081374321880651,0,0.0027124773960217,0.0045207956600361665,0.30293643000899984
0.5622241835834069,0.43777581641659313,0.4007060900264784,0.019858781994704325,0.001323918799646955,0.003089143865842895,0.019417475728155338,0.536164217376839
0.728405315614618,0.27159468438538203,0.24916943521594684,0.005813953488372093,0.005813953488372093,0.0033222591362126247,0.012458471760797342,0.3620213860913527
0.6864771748492678,0.31352282515073215,0.2859603789836348,0.008613264427217916,0,0.006029285099052541,0.01808785529715762,0.4300319659030367
0.7083333333333334,0.2916666666666667,0.26973684210526316,0.009868421052631578,0,0.0021929824561403508,0.009868421052631578,0.4270347365172394
0.48281786941580757,0.5171821305841925,0.48711340206185566,0.019759450171821305,0,0.00429553264604811,0.011168384879725086,0.6286614829085424
0.4383116883116883,0.5616883116883117,0.5324675324675324,0.016233766233766232,0.003246753246753247,0.0021645021645021645,0.0183982683982684,0.6564873857602201
0.26788154897494304,0.7321184510250569,0.6929384965831435,0.02915717539863326,0.0009111617312072893,0.002733485193621868,0.01184510250569476,0.7968677905432157
0.37872340425531914,0.6212765957446809,0.5914893617021276,0.028368794326241134,0.0007092198581560284,0,0.012056737588652482,0.7304818949020845
0.3174129353233831,0.6825870646766169,0.609950248756219,0.05771144278606965,0,0.0029850746268656717,0.024875621890547265,0.7447333265569867
0.08695652173913043,0.9130434782608695,0.410373760488177,0.015255530129672006,0.0007627765064836003,0.0038138825324180014,0.5049580472921434,0.8850908738272064
0.4453924914675768,0.5546075085324232,0.5221843003412969,0.011945392491467578,0,0.005119453924914676,0.032423208191126277,0.5961597664543524
0.3268805309734513,0.6731194690265486,0.3230088495575221,0.33573008849557523,0,0.016039823008849558,0.019358407079646017,0.913028666155467
0.5009394081728511,0.4990605918271489,0.2374354156881165,0.13198684828558008,0.0014091122592766556,0.1240018788163457,0.0058713010803193985,0.9040973416701883
0.7532019704433498,0.24679802955665026,0.07733990147783251,0.10098522167487685,0.001477832512315271,0.06600985221674877,0.006896551724137931,0.896195368758842
0.8512280701754386,0.14877192982456142,0.06526315789473684,0.036491228070175435,0.0007017543859649122,0.04070175438596491,0.005614035087719298,0.8685723780942215
0.3653161175422974,0.6346838824577026,0.2464381121994657,0.16484861976847728,0.0011130899376669634,0.22651380231522708,0.008793410507569011,0.8777590667241404
