GEOID,DISTRICT
2600110,4
2600120,4
2600130,4
2600140,4
2600150,4
2600160,4
2600180,4
2600190,4
2600198,4
2600310,4
2600320,4
2600330,4
2600340,4
2600350,4
2600360,4
2600370,4
2600380,4
2600390,4
2600510,6
2600520,6
2600530,6
2600540,6
2600550,5
2600560,5
2600570,6
2600580,6
2600590,6
2600710,4
2600720,4
2600730,4
2600740,4
2600750,4
2600760,4
2600770,4
2600780,4
2600790,4
2600910,4
2600920,4
2600930,4
2600940,4
2600950,4
2600960,4
2600970,4
2600980,4
2600990,4
2601110,9
2601120,9
2601130,9
2601140,9
2601150,9
2601160,9
2601170,9
2601180,9
2601190,9
2601310,4
2601320,4
2601330,4
2601340,4
2601350,4
2601360,4
2601370,4
2601380,4
2601510,6
2601520,6
2601530,6
2601540,6
2601550,6
2601560,6
2601570,6
2601580,6
2601590,6
2601710,9
2601720,9
2601730,9
2601740,9
2601750,9
2601760,9
2601770,9
2601780,9
2601790,9
2601910,4
2601920,4
2601930,4
2601940,4
2601950,4
2601960,4
2601970,4
2601980,4
2601990,4
2602110,5
2602120,5
2602130,5
2602140,5
2602150,5
2602160,5
2602170,5
2602180,5
2602190,5
2602310,6
2602320,6
2602330,6
2602340,6
2602350,6
2602360,6
2602370,6
2602380,6
2602390,6
2602510,3
2602520,3
2602530,3
2602540,3
2602550,3
2602560,3
2602570,3
2602580,6
2602590,6
2602710,6
2602720,5
2602730,5
2602740,5
2602750,5
2602760,5
2602770,5
2602780,5
2602790,5
2602910,4
2602920,4
2602930,4
2602940,4
2602950,4
2602960,4
2602970,4
2602980,4
2602990,4
2603110,4
2603120,4
2603130,4
2603140,4
2603150,4
2603160,4
2603170,4
2603180,4
2603190,4
2603310,4
2603320,4
2603330,4
2603340,4
2603350,4
2603360,4
2603370,4
2603380,4
2603390,4
2603510,8
2603520,8
2603530,8
2603540,8
2603550,8
2603560,8
2603570,8
2603580,8
2603590,8
2603710,7
2603720,7
2603730,7
2603740,7
2603750,7
2603760,7
2603770,7
2603780,7
2603790,7
2603910,4
2603920,4
2603930,4
2603940,4
2603950,4
2603960,4
2603970,4
2603980,4
2603990,4
2604110,4
2604120,4
2604130,4
2604140,4
2604150,4
2604160,4
2604170,4
2604180,4
2604190,4
2604310,4
2604320,4
2604330,4
2604340,4
2604350,4
2604360,4
2604370,4
2604380,4
2604390,4
2604510,6
2604520,6
2604530,7
2604540,6
2604550,6
2604560,6
2604570,6
2604580,6
2604590,6
2604710,4
2604720,4
2604730,4
2604740,4
2604750,4
2604760,4
2604770,4
2604780,4
2604790,4
2604910,10
2604920,10
2604930,10
2604940,9
2604950,9
2604960,9
2604970,9
2604980,9
2604990,9
2605110,8
2605120,8
2605130,8
2605140,8
2605150,8
2605160,8
2605170,8
2605180,8
2605190,8
2605310,4
2605320,4
2605330,4
2605340,4
2605350,4
2605360,4
2605370,4
2605380,4
2605390,4
2605510,4
2605520,4
2605530,4
2605540,4
2605550,4
2605560,4
2605570,4
2605580,4
2605590,4
2605710,8
2605720,8
2605730,8
2605740,8
2605750,8
2605760,8
2605770,8
2605780,8
2605790,8
2605910,3
2605920,3
2605930,3
2605940,3
2605950,3
2605960,3
2605970,3
2605980,3
2605990,3
2606110,4
2606120,4
2606130,4
2606140,4
2606150,4
2606160,4
2606170,4
2606180,4
2606190,4
2606310,10
2606320,10
2606330,10
2606340,10
2606350,10
2606360,10
2606370,10
2606380,10
2606390,10
2606510,7
2606520,7
2606530,7
2606540,7
2606550,7
2606560,7
2606570,7
2606580,7
2606590,7
2606710,6
2606720,6
2606730,6
2606740,6
2606750,6
2606760,6
2606770,6
2606780,6
2606790,6
2606910,4
2606920,4
2606930,4
2606940,4
2606950,4
2606960,4
2606970,4
2606980,4
2606990,4
2607110,4
2607120,4
2607130,4
2607140,4
2607150,4
2607160,4
2607170,4
2607180,4
2607190,4
2607310,8
2607320,8
2607330,8
2607340,8
2607350,8
2607360,8
2607370,8
2607380,8
2607390,8
2607510,3
2607520,3
2607530,3
2607540,3
2607550,3
2607560,3
2607570,3
2607580,3
2607590,3
2607710,6
2607720,6
2607730,6
2607740,6
2607750,6
2607760,6
2607770,5
2607780,5
2607790,5
2607910,4
2607920,4
2607930,4
2607940,4
2607950,4
2607960,4
2607970,4
2607980,4
2607990,4
2608110,6
2608120,6
2608130,6
2608140,6
2608150,6
2608160,6
2608170,6
2608180,6
2608190,6
2608320,4
2608330,4
2608340,4
2608350,4
2608360,4
2608510,8
2608520,8
2608530,8
2608540,8
2608550,8
2608560,8
2608570,8
2608580,8
2608590,8
2608710,10
2608720,10
2608730,10
2608740,10
2608750,10
2608760,10
2608770,10
2608780,10
2608790,10
2608910,4
2608920,4
2608930,4
2608940,4
2608950,4
2608960,4
2608970,4
2608980,4
2608990,4
2609110,3
2609120,3
2609130,3
2609140,3
2609150,3
2609160,3
2609170,3
2609180,3
2609190,3
2609310,10
2609320,10
2609330,10
2609340,10
2609350,13
2609360,13
2609370,10
2609380,13
2609390,10
2609510,4
2609520,4
2609530,4
2609540,4
2609550,4
2609710,4
2609730,4
2609740,4
2609750,4
2609760,4
2609770,4
2609780,4
2609790,4
2609930,10
2609940,10
2609950,10
2609960,2
2609970,2
2609980,2
2609990,2
2610110,4
2610120,4
2610130,8
2610140,4
2610150,8
2610160,8
2610170,8
2610180,8
2610190,8
2610310,4
2610320,4
2610330,4
2610340,4
2610350,4
2610360,4
2610370,4
2610380,4
2610390,4
2610510,8
2610520,8
2610530,8
2610540,8
2610550,8
2610560,8
2610570,8
2610580,8
2610590,8
2610710,8
2610720,8
2610730,8
2610740,8
2610750,8
2610760,8
2610770,8
2610780,8
2610790,8
2610910,4
2610920,4
2610930,4
2610940,4
2610950,4
2610960,4
2610970,4
2610980,4
2610990,4
2611110,8
2611120,8
2611130,8
2611140,8
2611150,9
2611160,9
2611170,9
2611180,9
2611190,8
2611310,4
2611320,4
2611330,4
2611340,4
2611350,4
2611360,4
2611370,4
2611380,4
2611390,8
2611510,3
2611520,3
2611530,3
2611540,3
2611550,3
2611560,3
2611570,3
2611580,3
2611590,3
2611710,8
2611720,6
2611730,6
2611740,6
2611750,8
2611760,6
2611770,7
2611780,7
2611790,6
2611910,4
2611920,4
2611930,4
2611940,4
2611950,4
2611960,4
2611970,4
2611980,4
2611990,4
2612110,8
2612120,8
2612130,8
2612140,8
2612150,8
2612160,8
2612170,8
2612180,8
2612190,8
2612310,8
2612320,8
2612330,8
2612340,8
2612350,8
2612360,8
2612370,8
2612380,8
2612390,8
2612510,10
2612520,10
2612530,10
2612540,2
2612550,2
2612560,2
2612570,13
2612580,2
2612590,2
2612710,8
2612720,8
2612730,8
2612740,8
2612750,8
2612760,8
2612770,8
2612780,8
2612790,8
2612910,4
2612920,4
2612930,4
2612940,4
2612950,4
2612960,4
2612970,4
2612980,4
2612990,4
2613110,4
2613120,4
2613130,4
2613140,4
2613150,4
2613160,4
2613170,4
2613180,4
2613190,4
2613310,8
2613320,8
2613330,8
2613340,8
2613350,8
2613360,8
2613370,8
2613380,8
2613390,8
2613510,4
2613520,4
2613530,4
2613540,4
2613550,4
2613560,4
2613570,4
2613710,4
2613720,4
2613730,4
2613740,4
2613750,4
2613760,4
2613770,4
2613780,4
2613790,4
2613910,8
2613920,8
2613930,8
2613940,8
2613950,8
2613960,8
2613970,8
2613980,8
2613990,8
2614110,4
2614120,4
2614130,4
2614140,4
2614150,4
2614160,4
2614170,4
2614180,4
2614190,4
2614310,4
2614320,4
2614330,4
2614340,4
2614350,4
2614360,4
2614370,4
2614380,4
2614390,4
2614510,9
2614520,9
2614530,9
2614540,9
2614550,10
2614560,9
2614570,9
2614580,9
2614590,9
2614710,1
2614720,1
2614730,10
2614740,10
2614750,10
2614760,10
2614770,10
2614780,1
2614790,1
2614910,6
2614920,6
2614930,6
2614940,6
2614950,6
2614960,6
2614970,6
2614980,6
2614990,6
2615110,10
2615120,10
2615130,10
2615140,10
2615150,10
2615160,10
2615170,10
2615180,10
2615190,10
2615310,4
2615320,4
2615330,4
2615340,4
2615350,4
2615360,4
2615370,4
2615380,4
2615390,4
2615510,10
2615520,10
2615530,10
2615540,9
2615550,10
2615560,10
2615570,10
2615580,10
2615590,9
2615710,10
2615720,10
2615730,10
2615740,9
2615750,9
2615760,10
2615770,10
2615780,10
2615790,10
2615910,5
2615920,5
2615930,5
2615940,5
2615950,5
2615960,5
2615970,5
2615980,5
2615990,5
2616110,3
2616120,3
2616130,3
2616140,3
2616150,3
2616160,3
2616170,3
2616180,3
2616190,3
2616310,11
2616320,11
2616330,11
2616340,11
2616350,11
2616360,11
2616370,11
2616380,11
2616390,11
2616510,4
2616520,8
2616530,8
2616540,8
2616550,8
2616560,4
2616570,8
2616580,8
2616590,4
26001100,4
26001110,4
26001120,4
26003100,4
26005100,6
26005110,6
26005120,6
26005130,5
26005140,6
26005150,6
26005160,5
26005170,6
26005180,6
26005190,6
26005200,5
26005210,5
26005220,5
26005230,5
26005240,6
26005250,6
26005260,5
26005270,5
26005280,5
26005290,6
26005300,6
26005310,6
26005320,6
26005330,6
26005340,6
26005350,6
26005360,6
26005370,6
26005380,6
26005390,6
26005400,6
26005410,6
26005420,5
26005430,5
26005440,5
26005450,6
26005460,6
26005470,6
26005480,6
26005490,6
26005500,6
26007100,4
26007110,4
26007120,4
26007130,4
26007140,4
26007150,4
26007160,4
26007170,4
26007180,4
26009100,4
26009110,4
26009120,4
26009130,4
26009140,4
26009150,4
26009160,4
26009170,4
26011100,9
26011110,9
