GEOID,DISTRICT
020130001001000,037
020130001001001,037
020130001001002,037
020130001001003,037
020130001001004,037
020130001001005,037
020130001001006,037
020130001001007,037
020130001001008,037
020130001001009,037
020130001001010,037
020130001001011,037
020130001001012,037
020130001001013,037
020130001001014,037
020130001001015,037
020130001001016,037
020130001001017,037
020130001001018,037
020130001001019,037
020130001001020,037
020130001001021,037
020130001001022,037
020130001001023,037
020130001001024,037
020130001001025,037
020130001001026,037
020130001001027,037
020130001001028,037
020130001001029,037
020130001001030,037
020130001001031,037
020130001001032,037
020130001001033,037
020130001001034,037
020130001001035,037
020130001001036,037
020130001001037,037
020130001001038,037
020130001001039,037
020130001001040,037
020130001001041,037
020130001001042,037
020130001001043,037
020130001001044,037
020130001001045,037
020130001001046,037
020130001001047,037
020130001001048,037
020130001001049,037
020130001001050,037
020130001001051,037
020130001001052,037
020130001001053,037
020130001001054,037
020130001001055,037
020130001001056,037
020130001001057,037
020130001001058,037
020130001001059,037
020130001001060,037
020130001001061,037
020130001001062,037
020130001001063,037
020130001001064,037
020130001001065,037
020130001001066,037
020130001001067,037
020130001001068,037
020130001001069,037
020130001001070,037
020130001001071,037
020130001001072,037
020130001001073,037
020130001001074,037
020130001001075,037
020130001001076,037
020130001001077,037
020130001001078,037
020130001001079,037
020130001001080,037
020130001001081,037
020130001001082,037
020130001001083,037
020130001001084,037
020130001001085,037
020130001001086,037
020130001001087,037
020130001001088,037
020130001001089,037
020130001001090,037
020130001001091,037
020130001001092,037
020130001001093,037
020130001001094,037
020130001001095,037
020130001001096,037
020130001001097,037
020130001001098,037
020130001001099,037
020130001001100,037
020130001001101,037
020130001001102,037
020130001001103,037
020130001001104,037
020130001001105,037
020130001001106,037
020130001001107,037
020130001001108,037
020130001001109,037
020130001001110,037
020130001001111,037
020130001001112,037
020130001001113,037
020130001001114,037
020130001001115,037
020130001001116,037
020130001001117,037
020130001001118,037
020130001001119,037
020130001001120,037
020130001001121,037
020130001001122,037
020130001001123,037
020130001001124,037
020130001001125,037
020130001001126,037
020130001001127,037
020130001001128,037
020130001001129,037
020130001001130,037
020130001001131,037
020130001001132,037
020130001001133,037
020130001001134,037
020130001001135,037
020130001001136,037
020130001001137,037
020130001001138,037
020130001001139,037
020130001001140,037
020130001001141,037
020130001001142,037
020130001001143,037
020130001001144,037
020130001001145,037
020130001001146,037
020130001001147,037
020130001001148,037
020130001001149,037
020130001001150,037
020130001001151,037
020130001001152,037
020130001001153,037
020130001001154,037
020130001001155,037
020130001001156,037
020130001001157,037
020130001001158,037
020130001001159,037
020130001001160,037
020130001001161,037
020130001001162,037
020130001001163,037
020130001001164,037
020130001001165,037
020130001001166,037
020130001001167,037
020130001001168,037
020130001001169,037
020130001001170,037
020130001001171,037
020130001001172,037
020130001001173,037
020130001001174,037
020130001001175,037
020130001001176,037
020130001001177,037
020130001001178,037
020130001001179,037
020130001001180,037
020130001001181,037
020130001001182,037
020130001001183,037
020130001001184,037
020130001001185,037
020130001001186,037
020130001001187,037
020130001001188,037
020130001001189,037
020130001001190,037
020130001001191,037
020130001001192,037
020130001001193,037
020130001001194,037
020130001001195,037
020130001001196,037
020130001001197,037
020130001001198,037
020130001001199,037
020130001001200,037
020130001001201,037
020130001001202,037
020130001001203,037
020130001001204,037
020130001001205,037
020130001001206,037
020130001001207,037
020130001001208,037
020130001001209,037
020130001001210,037
020130001001211,037
020130001001212,037
020130001001213,037
020130001001214,037
020130001001215,037
020130001001216,037
020130001001217,037
020130001001218,037
020130001001219,037
020130001001220,037
020130001001221,037
020130001001222,037
020130001001223,037
020130001001224,037
020130001001225,037
020130001001226,037
020130001001227,037
020130001001228,037
020130001001229,037
020130001001230,037
020130001001231,037
020130001001232,037
020130001001233,037
020130001001234,037
020130001001235,037
020130001001236,037
020130001001237,037
020130001001238,037
020130001001239,037
020130001001240,037
020130001001241,037
020130001001242,037
020130001001243,037
020130001001244,037
020130001001245,037
020130001001246,037
020130001001247,037
020130001001248,037
020130001001249,037
020130001001250,037
020130001001251,037
020130001001252,037
020130001001253,037
020130001001254,037
020130001001255,037
020130001001256,037
020130001001257,037
020130001001258,037
020130001001259,037
020130001001260,037
020130001001261,037
020130001001262,037
020130001001263,037
020130001001264,037
020130001001265,037
020130001001266,037
020130001001267,037
020130001001268,037
020130001001269,037
020130001001270,037
020130001001271,037
020130001001272,037
020130001001273,037
020130001001274,037
020130001001275,037
020130001001276,037
020130001001277,037
020130001001278,037
020130001001279,037
020130001001280,037
020130001001281,037
020130001001282,037
020130001001283,037
020130001001284,037
020130001001285,037
020130001001286,037
020130001001287,037
020130001001288,037
020130001001289,037
020130001001290,037
020130001001291,037
020130001001292,037
020130001001293,037
020130001001294,037
020130001001295,037
020130001001296,037
020130001001297,037
020130001001298,037
020130001001299,037
020130001001300,037
020130001001301,037
020130001001302,037
020130001001303,037
020130001001304,037
020130001001305,037
020130001001306,037
020130001001307,037
020130001001308,037
020130001001309,037
020130001001310,037
020130001001311,037
020130001001312,037
020130001001313,037
020130001001314,037
020130001001315,037
020130001001316,037
020130001001317,037
020130001001318,037
020130001001319,037
020130001001320,037
020130001001321,037
